PassengerId,Pclass,Sex,SibSp,Parch,Cabin,Embarked,Title,Age_Bin,Fare_Bin,Num_Family
395,3,female,0,2,G,S,Mrs,"(20, 30]","(0, 20]",3
396,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
397,3,female,0,0,M,S,Ms,"(30, 40]","(0, 20]",1
398,2,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
399,2,male,0,0,M,S, Dr,"(20, 30]","(0, 20]",1
400,2,female,0,0,M,S,Mrs,"(20, 30]","(0, 20]",1
401,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
402,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
403,3,female,1,0,M,S,Ms,"(20, 30]","(0, 20]",2
404,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
405,3,female,0,0,M,S,Ms,"(10, 20]","(0, 20]",1
406,2,male,1,0,M,S, Mr,"(30, 40]","(0, 20]",2
407,3,male,0,0,M,S, Mr,"(50, 60]","(0, 20]",1
408,2,male,1,1,M,S,Nobility,"(0, 10]","(0, 20]",3
409,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
410,3,female,3,1,M,S,Ms,"(20, 30]","(0, 20]",5
411,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
412,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
413,1,female,1,0,C,Q,Ms,"(30, 40]","(20, 40]",2
414,2,male,0,0,M,S, Mr,"(20, 30]",,1
415,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
416,3,female,0,0,M,S,Mrs,"(20, 30]","(0, 20]",1
417,2,female,1,1,M,S,Mrs,"(30, 40]","(0, 20]",3
418,2,female,0,2,M,S,Ms,"(10, 20]","(0, 20]",3
419,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
420,3,female,0,2,M,S,Ms,"(0, 10]","(0, 20]",3
421,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
422,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
423,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
424,3,female,1,1,M,S,Mrs,"(20, 30]","(0, 20]",3
425,3,male,1,1,M,S, Mr,"(10, 20]","(0, 20]",3
426,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
427,2,female,1,0,M,S,Mrs,"(20, 30]","(0, 20]",2
428,2,female,0,0,M,S,Ms,"(10, 20]","(0, 20]",1
429,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
430,3,male,0,0,E,S, Mr,"(30, 40]","(0, 20]",1
431,1,male,0,0,C,S, Mr,"(20, 30]","(20, 40]",1
432,3,female,1,0,M,S,Mrs,"(20, 30]","(0, 20]",2
433,2,female,1,0,M,S,Mrs,"(40, 50]","(0, 20]",2
434,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
435,1,male,1,0,E,S, Mr,"(40, 50]","(20, 40]",2
436,1,female,1,2,B,S,Ms,"(10, 20]","(20, 40]",4
437,3,female,2,2,M,S,Ms,"(20, 30]","(0, 20]",5
438,2,female,2,3,M,S,Mrs,"(20, 30]","(0, 20]",6
439,1,male,1,4,C,S, Mr,"(60, 70]","(40, 60]",6
440,2,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
441,2,female,1,1,M,S,Mrs,"(40, 50]","(0, 20]",3
442,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
443,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
444,2,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
445,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
446,1,male,0,2,A,S,Nobility,"(0, 10]","(20, 40]",3
447,2,female,0,1,M,S,Ms,"(10, 20]","(0, 20]",2
448,1,male,0,0,M,S, Mr,"(30, 40]","(20, 40]",1
449,3,female,2,1,M,C,Ms,"(0, 10]","(0, 20]",4
450,1,male,0,0,C,S,Military,"(50, 60]","(20, 40]",1
451,2,male,1,2,M,S, Mr,"(30, 40]","(0, 20]",4
452,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
453,1,male,0,0,C,C, Mr,"(20, 30]","(20, 40]",1
454,1,male,1,0,C,C, Mr,"(40, 50]","(40, 60]",2
455,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
456,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
457,1,male,0,0,E,S, Mr,"(60, 70]","(20, 40]",1
458,1,female,1,0,D,S,Mrs,"(30, 40]","(20, 40]",2
459,2,female,0,0,M,S,Ms,"(40, 50]","(0, 20]",1
460,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
461,1,male,0,0,E,S, Mr,"(40, 50]","(20, 40]",1
462,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
463,1,male,0,0,E,S, Mr,"(40, 50]","(20, 40]",1
464,2,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
465,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
466,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
467,2,male,0,0,M,S, Mr,"(20, 30]",,1
468,1,male,0,0,M,S, Mr,"(50, 60]","(20, 40]",1
469,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
470,3,female,2,1,M,C,Ms,"(0, 10]","(0, 20]",4
471,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
472,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
473,2,female,1,2,M,S,Mrs,"(30, 40]","(0, 20]",4
474,2,female,0,0,D,C,Mrs,"(20, 30]","(0, 20]",1
475,3,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
476,1,male,0,0,A,S, Mr,"(30, 40]","(20, 40]",1
477,2,male,1,0,M,S, Mr,"(30, 40]","(0, 20]",2
478,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
479,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
480,3,female,0,1,M,S,Ms,"(0, 10]","(0, 20]",2
481,3,male,5,2,M,S,Nobility,"(0, 10]","(0, 20]",8
482,2,male,0,0,M,S, Mr,"(20, 30]",,1
483,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
484,3,female,0,0,M,S,Mrs,"(60, 70]","(0, 20]",1
485,1,male,1,0,B,C, Mr,"(20, 30]","(40, 60]",2
486,3,female,3,1,M,S,Ms,"(20, 30]","(0, 20]",5
487,1,female,1,0,C,S,Mrs,"(30, 40]","(40, 60]",2
488,1,male,0,0,B,C, Mr,"(50, 60]","(20, 40]",1
489,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
490,3,male,1,1,M,S,Nobility,"(0, 10]","(0, 20]",3
491,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
492,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
493,1,male,0,0,C,S, Mr,"(50, 60]","(20, 40]",1
494,1,male,0,0,M,C, Mr,"(70, 80]","(40, 60]",1
495,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
496,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
497,1,female,1,0,D,C,Ms,"(50, 60]","(20, 40]",2
498,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
499,1,female,1,2,C,S,Mrs,"(20, 30]","(20, 40]",4
500,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
501,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
502,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
503,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
504,3,female,0,0,M,S,Ms,"(30, 40]","(0, 20]",1
505,1,female,0,0,B,S,Ms,"(10, 20]","(20, 40]",1
506,1,male,1,0,C,C, Mr,"(10, 20]","(20, 40]",2
507,2,female,0,2,M,S,Mrs,"(30, 40]","(0, 20]",3
508,1,male,0,0,M,S, Mr,"(30, 40]","(20, 40]",1
509,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
510,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
511,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
512,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
513,1,male,0,0,E,S, Mr,"(30, 40]","(20, 40]",1
514,1,female,1,0,M,C,Mrs,"(50, 60]","(20, 40]",2
515,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
516,1,male,0,0,D,S, Mr,"(40, 50]","(20, 40]",1
517,2,female,0,0,F,S,Mrs,"(30, 40]","(0, 20]",1
518,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
519,2,female,1,0,M,S,Mrs,"(30, 40]","(0, 20]",2
520,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
521,1,female,0,0,B,S,Ms,"(20, 30]","(20, 40]",1
522,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
523,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
524,1,female,0,1,B,C,Mrs,"(40, 50]","(20, 40]",2
525,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
526,3,male,0,0,M,Q, Mr,"(40, 50]","(0, 20]",1
527,2,female,0,0,M,S,Ms,"(40, 50]","(0, 20]",1
528,1,male,0,0,C,S, Mr,"(30, 40]","(40, 60]",1
529,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
530,2,male,2,1,M,S, Mr,"(20, 30]","(0, 20]",4
531,2,female,1,1,M,S,Ms,"(0, 10]","(0, 20]",3
532,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
533,3,male,1,1,M,C, Mr,"(10, 20]","(0, 20]",3
534,3,female,0,2,M,C,Mrs,"(20, 30]","(0, 20]",3
535,3,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
536,2,female,0,2,M,S,Ms,"(0, 10]","(0, 20]",3
537,1,male,0,0,B,S,Military,"(40, 50]","(20, 40]",1
538,1,female,0,0,M,C,Ms,"(20, 30]","(20, 40]",1
539,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
540,1,female,0,2,B,C,Ms,"(20, 30]","(40, 60]",3
541,1,female,0,2,B,S,Ms,"(30, 40]","(20, 40]",3
542,3,female,4,2,M,S,Ms,"(0, 10]","(0, 20]",7
543,3,female,4,2,M,S,Ms,"(10, 20]","(0, 20]",7
544,2,male,1,0,M,S, Mr,"(30, 40]","(0, 20]",2
545,1,male,1,0,C,C, Mr,"(40, 50]","(20, 40]",2
546,1,male,0,0,M,S, Mr,"(60, 70]","(20, 40]",1
547,2,female,1,0,M,S,Mrs,"(10, 20]","(0, 20]",2
548,2,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
549,3,male,1,1,M,S, Mr,"(30, 40]","(0, 20]",3
550,2,male,1,1,M,S,Nobility,"(0, 10]","(0, 20]",3
551,1,male,0,2,C,C, Mr,"(10, 20]","(20, 40]",3
552,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
553,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
554,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
555,3,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
556,1,male,0,0,M,S, Mr,"(60, 70]","(20, 40]",1
557,1,female,1,0,A,C,Nobility,"(40, 50]","(20, 40]",2
558,1,male,0,0,M,C, Mr,"(30, 40]","(40, 60]",1
559,1,female,1,1,E,S,Mrs,"(30, 40]","(20, 40]",3
560,3,female,1,0,M,S,Mrs,"(30, 40]","(0, 20]",2
561,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
562,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
563,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
564,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
565,3,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
566,3,male,2,0,M,S, Mr,"(20, 30]","(0, 20]",3
567,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
568,3,female,0,4,M,S,Mrs,"(20, 30]","(0, 20]",5
569,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
570,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
571,2,male,0,0,M,S, Mr,"(60, 70]","(0, 20]",1
572,1,female,2,0,C,S,Mrs,"(50, 60]","(20, 40]",3
573,1,male,0,0,E,S, Mr,"(30, 40]","(20, 40]",1
574,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
575,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
576,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
577,2,female,0,0,M,S,Ms,"(30, 40]","(0, 20]",1
578,1,female,1,0,E,S,Mrs,"(30, 40]","(20, 40]",2
579,3,female,1,0,M,C,Mrs,"(20, 30]","(0, 20]",2
580,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
581,2,female,1,1,M,S,Ms,"(20, 30]","(0, 20]",3
582,1,female,1,1,C,C,Mrs,"(30, 40]","(20, 40]",3
583,2,male,0,0,M,S, Mr,"(50, 60]","(0, 20]",1
584,1,male,0,0,A,C, Mr,"(30, 40]","(40, 60]",1
585,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
586,1,female,0,2,E,S,Ms,"(10, 20]","(20, 40]",3
587,2,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
588,1,male,1,1,B,C, Mr,"(50, 60]","(20, 40]",3
589,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
590,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
591,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
592,1,female,1,0,D,C,Mrs,"(50, 60]","(20, 40]",2
593,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
594,3,female,0,2,M,Q,Ms,"(20, 30]","(0, 20]",3
595,2,male,1,0,M,S, Mr,"(30, 40]","(0, 20]",2
596,3,male,1,1,M,S, Mr,"(30, 40]","(0, 20]",3
597,2,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
598,3,male,0,0,M,S, Mr,"(40, 50]",,1
599,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
600,1,male,1,0,A,C,Nobility,"(40, 50]","(20, 40]",2
601,2,female,2,1,M,S,Mrs,"(20, 30]","(0, 20]",4
602,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
603,1,male,0,0,M,S, Mr,"(30, 40]","(20, 40]",1
604,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
605,1,male,0,0,M,C, Mr,"(30, 40]","(20, 40]",1
606,3,male,1,0,M,S, Mr,"(30, 40]","(0, 20]",2
607,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
608,1,male,0,0,M,S, Mr,"(20, 30]","(20, 40]",1
609,2,female,1,2,M,C,Mrs,"(20, 30]","(0, 20]",4
610,1,female,0,0,C,S,Ms,"(30, 40]","(40, 60]",1
611,3,female,1,5,M,S,Mrs,"(30, 40]","(0, 20]",7
612,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
613,3,female,1,0,M,Q,Ms,"(20, 30]","(0, 20]",2
614,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
615,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
616,2,female,1,2,M,S,Ms,"(20, 30]","(0, 20]",4
617,3,male,1,1,M,S, Mr,"(30, 40]","(0, 20]",3
618,3,female,1,0,M,S,Mrs,"(20, 30]","(0, 20]",2
619,2,female,2,1,F,S,Ms,"(0, 10]","(0, 20]",4
620,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
621,3,male,1,0,M,C, Mr,"(20, 30]","(0, 20]",2
622,1,male,1,0,D,S, Mr,"(40, 50]","(20, 40]",2
623,3,male,1,1,M,C, Mr,"(10, 20]","(0, 20]",3
624,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
625,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
626,1,male,0,0,D,S, Mr,"(60, 70]","(20, 40]",1
627,2,male,0,0,M,Q, Rev,"(50, 60]","(0, 20]",1
628,1,female,0,0,D,S,Ms,"(20, 30]","(20, 40]",1
629,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
630,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
631,1,male,0,0,A,S, Mr,"(70, 80]","(20, 40]",1
632,3,male,0,0,M,S, Mr,"(50, 60]","(0, 20]",1
633,1,male,0,0,B,C, Dr,"(30, 40]","(20, 40]",1
634,1,male,0,0,M,S, Mr,"(30, 40]",,1
635,3,female,3,2,M,S,Ms,"(0, 10]","(0, 20]",6
636,2,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
637,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
638,2,male,1,1,M,S, Mr,"(30, 40]","(0, 20]",3
639,3,female,0,5,M,S,Mrs,"(40, 50]","(0, 20]",6
640,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
641,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
642,1,female,0,0,B,C,Ms,"(20, 30]","(20, 40]",1
643,3,female,3,2,M,S,Ms,"(0, 10]","(0, 20]",6
644,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
645,3,female,2,1,M,C,Ms,"(0, 10]","(0, 20]",4
646,1,male,1,0,D,C, Mr,"(40, 50]","(20, 40]",2
647,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
648,1,male,0,0,A,C,Military,"(50, 60]","(20, 40]",1
649,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
650,3,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
651,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
652,2,female,0,1,M,S,Ms,"(10, 20]","(0, 20]",2
653,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
654,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
655,3,female,0,0,M,Q,Ms,"(10, 20]","(0, 20]",1
656,2,male,2,0,M,S, Mr,"(20, 30]","(0, 20]",3
657,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
658,3,female,1,1,M,Q,Mrs,"(30, 40]","(0, 20]",3
659,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
660,1,male,0,2,D,C, Mr,"(50, 60]","(20, 40]",3
661,1,male,2,0,M,S, Dr,"(40, 50]","(60, 80]",3
662,3,male,0,0,M,C, Mr,"(30, 40]","(0, 20]",1
663,1,male,0,0,E,S, Mr,"(40, 50]","(20, 40]",1
664,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
665,3,male,1,0,M,S, Mr,"(10, 20]","(0, 20]",2
666,2,male,2,0,M,S, Mr,"(30, 40]","(0, 20]",3
667,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
668,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
669,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
670,1,female,1,0,C,S,Mrs,"(30, 40]","(20, 40]",2
671,2,female,1,1,M,S,Mrs,"(30, 40]","(0, 20]",3
672,1,male,1,0,B,S, Mr,"(30, 40]","(20, 40]",2
673,2,male,0,0,M,S, Mr,"(60, 70]","(0, 20]",1
674,2,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
675,2,male,0,0,M,S, Mr,"(20, 30]",,1
676,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
677,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
678,3,female,0,0,M,S,Ms,"(10, 20]","(0, 20]",1
679,3,female,1,6,M,S,Mrs,"(40, 50]","(0, 20]",8
680,1,male,0,1,B,C, Mr,"(30, 40]","(80, 150]",2
681,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
682,1,male,0,0,D,C, Mr,"(20, 30]","(20, 40]",1
683,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
684,3,male,5,2,M,S, Mr,"(10, 20]","(0, 20]",8
685,2,male,1,1,M,S, Mr,"(50, 60]","(0, 20]",3
686,2,male,1,2,M,C, Mr,"(20, 30]","(0, 20]",4
687,3,male,4,1,M,S, Mr,"(10, 20]","(0, 20]",6
688,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
689,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
690,1,female,0,1,B,S,Ms,"(10, 20]","(40, 60]",2
691,1,male,1,0,B,S, Mr,"(30, 40]","(20, 40]",2
692,3,female,0,1,M,C,Ms,"(0, 10]","(0, 20]",2
693,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
694,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
695,1,male,0,0,M,S,Military,"(50, 60]","(20, 40]",1
696,2,male,0,0,M,S, Mr,"(50, 60]","(0, 20]",1
697,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
698,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
699,1,male,1,1,C,C, Mr,"(40, 50]","(20, 40]",3
700,3,male,0,0,F,S, Mr,"(40, 50]","(0, 20]",1
701,1,female,1,0,C,C,Mrs,"(10, 20]","(40, 60]",2
702,1,male,0,0,E,S, Mr,"(30, 40]","(20, 40]",1
703,3,female,0,1,M,C,Ms,"(10, 20]","(0, 20]",2
704,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
705,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
706,2,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
707,2,female,0,0,M,S,Mrs,"(40, 50]","(0, 20]",1
708,1,male,0,0,E,S, Mr,"(40, 50]","(20, 40]",1
709,1,female,0,0,M,S,Ms,"(20, 30]","(20, 40]",1
710,3,male,1,1,M,C,Nobility,"(20, 30]","(0, 20]",3
711,1,female,0,0,C,C,Ms,"(20, 30]","(40, 60]",1
712,1,male,0,0,C,S, Mr,"(30, 40]","(20, 40]",1
713,1,male,1,0,C,S, Mr,"(40, 50]","(20, 40]",2
714,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
715,2,male,0,0,M,S, Mr,"(50, 60]","(0, 20]",1
716,3,male,0,0,F,S, Mr,"(10, 20]","(0, 20]",1
717,1,female,0,0,C,C,Ms,"(30, 40]","(40, 60]",1
718,2,female,0,0,E,S,Ms,"(20, 30]","(0, 20]",1
719,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
720,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
721,2,female,0,1,M,S,Ms,"(0, 10]","(0, 20]",2
722,3,male,1,0,M,S, Mr,"(10, 20]","(0, 20]",2
723,2,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
724,2,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
725,1,male,1,0,E,S, Mr,"(20, 30]","(20, 40]",2
726,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
727,2,female,3,0,M,S,Mrs,"(20, 30]","(0, 20]",4
728,3,female,0,0,M,Q,Ms,"(20, 30]","(0, 20]",1
729,2,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
730,3,female,1,0,M,S,Ms,"(20, 30]","(0, 20]",2
731,1,female,0,0,B,S,Ms,"(20, 30]","(40, 60]",1
732,3,male,0,0,M,C, Mr,"(10, 20]","(0, 20]",1
733,2,male,0,0,M,S, Mr,"(20, 30]",,1
734,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
735,2,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
736,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
737,3,female,1,3,M,S,Mrs,"(40, 50]","(0, 20]",5
738,1,male,0,0,B,C, Mr,"(30, 40]","(80, 150]",1
739,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
740,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
741,1,male,0,0,D,S, Mr,"(30, 40]","(20, 40]",1
742,1,male,1,0,C,S, Mr,"(30, 40]","(20, 40]",2
743,1,female,2,2,B,C,Ms,"(20, 30]","(20, 40]",5
744,3,male,1,0,M,S, Mr,"(20, 30]","(0, 20]",2
745,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
746,1,male,1,1,B,S,Military,"(60, 70]","(20, 40]",3
747,3,male,1,1,M,S, Mr,"(10, 20]","(0, 20]",3
748,2,female,0,0,M,S,Ms,"(20, 30]","(0, 20]",1
749,1,male,1,0,D,S, Mr,"(10, 20]","(20, 40]",2
750,3,male,0,0,M,Q, Mr,"(30, 40]","(0, 20]",1
751,2,female,1,1,M,S,Ms,"(0, 10]","(0, 20]",3
752,3,male,0,1,E,S,Nobility,"(0, 10]","(0, 20]",2
753,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
754,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
755,2,female,1,2,M,S,Mrs,"(40, 50]","(0, 20]",4
756,2,male,1,1,M,S,Nobility,"(0, 10]","(0, 20]",3
757,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
758,2,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
759,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
760,1,female,0,0,B,S,Nobility,"(30, 40]","(20, 40]",1
761,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
762,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
763,3,male,0,0,M,C, Mr,"(10, 20]","(0, 20]",1
764,1,female,1,2,B,S,Mrs,"(30, 40]","(20, 40]",4
765,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
766,1,female,1,0,D,S,Mrs,"(50, 60]","(20, 40]",2
767,1,male,0,0,M,C, Dr,"(30, 40]","(20, 40]",1
768,3,female,0,0,M,Q,Ms,"(30, 40]","(0, 20]",1
769,3,male,1,0,M,Q, Mr,"(20, 30]","(0, 20]",2
770,3,male,0,0,M,S, Mr,"(30, 40]","(0, 20]",1
771,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
772,3,male,0,0,M,S, Mr,"(40, 50]","(0, 20]",1
773,2,female,0,0,E,S,Mrs,"(50, 60]","(0, 20]",1
774,3,male,0,0,M,C, Mr,"(20, 30]","(0, 20]",1
775,2,female,1,3,M,S,Mrs,"(50, 60]","(0, 20]",5
776,3,male,0,0,M,S, Mr,"(10, 20]","(0, 20]",1
777,3,male,0,0,F,Q, Mr,"(20, 30]","(0, 20]",1
778,3,female,0,0,M,S,Ms,"(0, 10]","(0, 20]",1
779,3,male,0,0,M,Q, Mr,"(20, 30]","(0, 20]",1
780,1,female,0,1,B,S,Mrs,"(40, 50]","(40, 60]",2
781,3,female,0,0,M,C,Ms,"(10, 20]","(0, 20]",1
782,1,female,1,0,B,S,Mrs,"(10, 20]","(20, 40]",2
783,1,male,0,0,D,S, Mr,"(20, 30]","(20, 40]",1
784,3,male,1,2,M,S, Mr,"(20, 30]","(0, 20]",4
785,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
786,3,male,0,0,M,S, Mr,"(20, 30]","(0, 20]",1
787,3,female,0,0,M,S,Ms,"(10, 20]","(0, 20]",1
788,3,male,4,1,M,Q,Nobility,"(0, 10]","(0, 20]",6
789,3,male,1,2,M,S,Nobility,"(0, 10]","(0, 20]",4
790,1,male,0,0,B,C, Mr,"(40, 50]","(20, 40]",1
